sale_id,house_id,owner_id,sale_date,sale_price,payment_method,loan_amount,down_payment,interest_rate,loan_term_years,agent_id,registration_fee,tax_amount,discount_amount,sale_status
8263,H00725,O01209,2020-02-07,30725182,Cash,13251379,17473803,7.28,20,A195,307252,1536259,114238,Completed
8264,H01506,O01107,2020-03-30,34360038,Bank Transfer,15829424,18530614,8.83,10,A024,343600,1718002,429976,Pending
8265,H08130,O01372,2020-07-10,21093983,UPI,16653736,4440247,11.71,25,A181,210940,1054699,293275,Cancelled
8266,H00232,O00580,2024-07-30,34480447,Home Loan,14625156,19855291,8.05,10,A142,344804,1724022,135300,Cancelled
8267,H03363,O00999,2022-04-30,4294443,Bank Transfer,2340012,1954431,6.82,20,A017,42944,214722,331911,Completed
8268,H01256,O01545,2020-10-19,28046812,Bank Transfer,17762657,10284155,7.88,10,A024,280468,1402341,158014,Cancelled
8269,H00282,O00253,2025-01-30,28984299,Home Loan,11281944,17702355,6.68,15,A051,289843,1449215,55945,Pending
8270,H02334,O00308,2023-08-06,14216296,UPI,11080205,3136091,7.32,25,A046,142163,710815,250882,Cancelled
8271,H05887,O01420,2023-04-11,48707295,Cash,36991267,11716028,7.91,30,A159,487073,2435365,311043,Completed
8272,H01763,O01265,2022-04-07,12735952,Mortgage,5668827,7067125,10.43,30,A155,127360,636798,422733,Cancelled
8273,H09203,O01950,2024-04-08,14519755,UPI,8282751,6237004,7.7,30,A110,145198,725988,240286,Completed
8274,H08765,O00909,2022-02-05,7968259,Home Loan,4316272,3651987,9.22,15,A012,79683,398413,446676,Completed
8275,H01020,O01365,2024-01-20,23079591,Bank Transfer,7589203,15490388,7.5,30,A163,230796,1153980,173859,Cancelled
8276,H08127,O01268,2023-04-24,29767483,Cash,10817111,18950372,6.85,20,A142,297675,1488374,115988,Completed
8277,H02747,O01138,2021-06-11,8764767,Home Loan,2868630,5896137,11.14,10,A059,87648,438238,424381,Pending
8278,H02889,O00785,2024-09-23,2610625,Mortgage,1642441,968184,7.07,10,A068,26106,130531,467201,Cancelled
8279,H02732,O01785,2020-10-31,46885623,Home Loan,36500681,10384942,10.31,25,A102,468856,2344281,322815,Pending
8280,H03257,O01416,2021-04-09,33135916,Bank Transfer,25286562,7849354,7.01,15,A110,331359,1656796,491462,Pending
8281,H04034,O00035,2023-05-09,31782213,Bank Transfer,12636956,19145257,10.47,25,A139,317822,1589111,263408,Cancelled
8282,H08657,O01999,2022-09-27,23568906,Cash,9413395,14155511,6.57,15,A065,235689,1178445,221560,Completed
8283,H02709,O01997,2025-07-03,43939248,UPI,26298462,17640786,8.11,30,A018,439392,2196962,302343,Pending
8284,H02529,O01258,2023-03-12,32567265,Cash,16532973,16034292,7.74,25,A026,325673,1628363,270375,Pending
8285,H03019,O01893,2023-07-27,16808735,Mortgage,12975001,3833734,11.77,20,A014,168087,840437,154991,Completed
8286,H01823,O01850,2024-04-11,27109700,Cash,17897233,9212467,7.77,30,A180,271097,1355485,168126,Completed
8287,H05906,O01912,2025-01-23,19468236,Mortgage,9551082,9917154,9.75,20,A126,194682,973412,150125,Cancelled
8288,H08649,O01779,2022-12-23,45124076,UPI,22476280,22647796,10.22,20,A160,451241,2256204,445712,Pending
8289,H06286,O00355,2025-08-18,32517865,Home Loan,11949774,20568091,11.9,20,A068,325179,1625893,302183,Cancelled
8290,H05571,O00089,2021-11-24,35653867,Home Loan,21050943,14602924,8.98,10,A066,356539,1782693,361371,Completed
8291,H04061,O01425,2022-07-30,47188050,Mortgage,28455874,18732176,7.47,25,A075,471880,2359402,320194,Pending
8292,H09972,O01049,2023-10-30,34540106,Cash,11177914,23362192,11.77,15,A019,345401,1727005,141223,Cancelled
8293,H01271,O01665,2022-06-26,33475476,Cash,13581688,19893788,11.7,25,A097,334755,1673774,463491,Completed
8294,H03181,O00111,2020-05-23,5308969,Bank Transfer,2612940,2696029,10.63,15,A049,53090,265448,201536,Cancelled
8295,H06130,O01404,2025-02-05,4279344,UPI,1469854,2809490,6.73,10,A067,42793,213967,152920,Completed
8296,H06090,O00851,2022-02-13,25777362,Cash,9329289,16448073,10.33,10,A048,257774,1288868,161425,Pending
8297,H08543,O00158,2025-07-25,45724950,Cash,27818038,17906912,6.96,20,A176,457250,2286248,190952,Completed
8298,H08784,O01515,2020-11-26,16799341,Cash,7051967,9747374,8.3,15,A161,167993,839967,374037,Completed
8299,H05989,O00761,2021-11-19,41796781,Bank Transfer,28382143,13414638,10.85,20,A063,417968,2089839,459514,Pending
8300,H08110,O00803,2025-10-21,14376606,Cash,6794089,7582517,7.35,15,A166,143766,718830,457128,Cancelled
8301,H07601,O01713,2024-01-18,49802186,Bank Transfer,17890175,31912011,8.05,15,A016,498022,2490109,13268,Pending
8302,H01907,O01961,2021-10-22,27300309,Mortgage,10719696,16580613,8.72,25,A029,273003,1365015,206163,Cancelled
8303,H06193,O00970,2021-04-05,27766832,Bank Transfer,13771537,13995295,11.35,25,A167,277668,1388342,83249,Pending
8304,H06401,O00260,2025-02-21,41432121,Home Loan,21011186,20420935,7.47,10,A198,414321,2071606,187568,Cancelled
8305,H04936,O01392,2023-12-12,17557767,Bank Transfer,13293101,4264666,11.79,15,A044,175578,877888,436220,Cancelled
8306,H02362,O00885,2025-04-05,39089947,UPI,17186818,21903129,8.84,10,A197,390899,1954497,58308,Cancelled
8307,H08362,O01954,2023-11-04,32081232,Mortgage,14450350,17630882,8.03,20,A069,320812,1604062,92756,Pending
8308,H08930,O00907,2021-08-16,16414489,Home Loan,8345154,8069335,6.97,10,A061,164145,820724,403900,Pending
8309,H01613,O00924,2022-11-08,24714965,Home Loan,12884878,11830087,11.58,30,A137,247150,1235748,192336,Pending
8310,H08053,O01224,2023-10-05,16964932,UPI,7185860,9779072,7.72,25,A105,169649,848247,246661,Completed
8311,H07467,O00911,2025-05-30,16432597,UPI,12614304,3818293,8.98,25,A153,164326,821630,382987,Cancelled
8312,H02264,O00336,2023-03-10,20280558,Home Loan,7067772,13212786,11.02,25,A127,202806,1014028,379765,Pending
8313,H04225,O01438,2025-06-24,34262389,Home Loan,10312475,23949914,8.42,15,A076,342624,1713119,410170,Pending
8314,H04464,O01210,2022-01-25,46175343,Mortgage,24621644,21553699,11,15,A111,461753,2308767,481643,Cancelled
8315,H00612,O01757,2025-03-20,3847976,Mortgage,2966958,881018,11.92,20,A187,38480,192399,314860,Completed
8316,H02284,O01721,2025-02-01,31441273,Cash,21093623,10347650,11.02,10,A141,314413,1572064,232221,Cancelled
8317,H03104,O01239,2025-05-29,17177829,Mortgage,12080315,5097514,11.65,25,A130,171778,858891,10183,Cancelled
8318,H07329,O00662,2022-12-22,40906923,Mortgage,18323764,22583159,8.49,25,A148,409069,2045346,290026,Completed
8319,H08238,O00728,2020-09-09,31388725,Bank Transfer,15771138,15617587,9.86,25,A145,313887,1569436,481193,Pending
8320,H09418,O01744,2023-06-08,49631732,Home Loan,14897671,34734061,7.6,10,A011,496317,2481587,487338,Cancelled
8321,H03660,O01924,2023-02-20,35319771,Cash,23684371,11635400,7.36,10,A036,353198,1765989,396774,Completed
8322,H01324,O02000,2020-04-02,4431618,Home Loan,2214304,2217314,10.9,10,A095,44316,221581,78122,Cancelled
8323,H03640,O00631,2020-01-13,18707828,Bank Transfer,13119440,5588388,9.91,25,A129,187078,935391,61063,Completed
8324,H06953,O00406,2022-10-02,35882637,UPI,11763352,24119285,11.6,15,A172,358826,1794132,344086,Pending
8325,H05847,O01428,2020-01-12,43682685,Home Loan,16762289,26920396,7.47,25,A174,436827,2184134,169621,Completed
8326,H03145,O00030,2021-07-19,47344383,Mortgage,24728471,22615912,8.42,10,A167,473444,2367219,380878,Completed
8327,H08832,O00282,2022-11-14,30990231,UPI,13822307,17167924,11.67,30,A189,309902,1549512,366747,Cancelled
8328,H07308,O00666,2023-03-10,47085593,Bank Transfer,21566179,25519414,8.8,25,A042,470856,2354280,148218,Cancelled
8329,H00363,O01118,2021-10-28,22326739,Cash,9244395,13082344,9.23,15,A153,223267,1116337,89389,Completed
8330,H07474,O01266,2023-02-15,17622061,UPI,11398690,6223371,9.71,20,A132,176221,881103,321644,Cancelled
8331,H05590,O00249,2021-11-30,9777734,Mortgage,4440440,5337294,8.97,20,A107,97777,488887,126864,Cancelled
8332,H09251,O01425,2022-12-30,16508068,Cash,11022664,5485404,9.92,25,A026,165081,825403,144860,Completed
8333,H04149,O01129,2020-03-29,10447670,Cash,6736763,3710907,9.67,30,A017,104477,522384,437304,Pending
8334,H04225,O00129,2020-02-03,22892380,UPI,10034216,12858164,10.21,15,A029,228924,1144619,133119,Pending
8335,H08212,O01042,2021-08-29,47919265,UPI,19030675,28888590,8.64,25,A049,479193,2395963,318226,Completed
8336,H08375,O01936,2023-03-03,25565495,Home Loan,18065706,7499789,7.14,30,A144,255655,1278275,243120,Pending
8337,H09674,O01468,2024-02-01,31497860,Cash,22132243,9365617,7.01,30,A062,314979,1574893,477920,Cancelled
8338,H05032,O01557,2023-01-01,5455956,Cash,3645790,1810166,8.2,25,A030,54560,272798,474790,Cancelled
8339,H06357,O01735,2024-03-22,6977542,Cash,4562725,2414817,9.9,20,A002,69775,348877,395245,Completed
8340,H07531,O00888,2020-05-03,2678835,Bank Transfer,1888670,790165,6.57,10,A065,26788,133942,367168,Cancelled
8341,H02572,O01863,2025-12-30,34610755,Home Loan,18837943,15772812,7.2,20,A018,346108,1730538,441207,Cancelled
8342,H08397,O01200,2023-05-11,43799026,Mortgage,35033840,8765186,7.34,30,A044,437990,2189951,225299,Completed
8343,H02395,O00998,2023-04-26,29769731,UPI,14483291,15286440,6.7,15,A040,297697,1488487,373624,Completed
8344,H09287,O00922,2024-02-22,4219285,Mortgage,1561534,2657751,9.57,15,A095,42193,210964,256546,Cancelled
8345,H08954,O00447,2023-08-14,46366208,Bank Transfer,26380573,19985635,11.98,20,A076,463662,2318310,28956,Pending
8346,H08148,O00595,2025-01-25,26675352,UPI,20535005,6140347,11.53,15,A078,266754,1333768,258053,Completed
8347,H02631,O00526,2022-12-11,25560184,Cash,19692871,5867313,6.69,30,A032,255602,1278009,311373,Completed
8348,H03255,O00360,2020-05-01,31821659,UPI,14495880,17325779,9.79,20,A063,318217,1591083,491045,Cancelled
8349,H02135,O00712,2021-03-04,29821734,Bank Transfer,12643256,17178478,8.62,15,A191,298217,1491087,339269,Completed
8350,H01714,O00817,2021-06-07,6909876,Bank Transfer,4476229,2433647,9.59,25,A003,69099,345494,412519,Pending
8351,H01852,O01683,2021-08-18,25529262,Bank Transfer,15456586,10072676,7.91,15,A175,255293,1276463,285669,Completed
8352,H09804,O00260,2024-07-18,14237599,Home Loan,10389139,3848460,11.86,10,A013,142376,711880,166354,Pending
8353,H02031,O00584,2020-06-24,37061551,Cash,14129164,22932387,7.65,15,A089,370616,1853078,413207,Pending
8354,H00943,O01902,2025-05-09,35559122,Home Loan,25319248,10239874,6.74,15,A142,355591,1777956,369626,Pending
8355,H02957,O00863,2022-10-20,38888077,Cash,28448119,10439958,7.29,10,A136,388881,1944404,138968,Pending
8356,H04754,O01301,2022-04-01,31874194,Home Loan,12124413,19749781,11.54,10,A176,318742,1593710,275191,Completed
8357,H05987,O01791,2021-01-30,36360473,Cash,28430408,7930065,10.02,15,A020,363605,1818024,174357,Pending
8358,H02442,O00246,2024-09-04,4148155,Mortgage,2709799,1438356,10.75,20,A039,41482,207408,213483,Completed
8359,H09017,O01893,2022-01-04,2838205,Home Loan,1732608,1105597,7.19,20,A077,28382,141910,73769,Cancelled
8360,H01170,O01588,2024-10-08,25257141,Home Loan,8971809,16285332,11.56,15,A051,252571,1262857,384520,Pending
8361,H00378,O01247,2020-11-14,47028808,Cash,32911980,14116828,7.84,10,A108,470288,2351440,194117,Pending
8362,H05909,O01545,2024-09-16,14094364,Cash,5198115,8896249,11.69,25,A178,140944,704718,102064,Cancelled
8363,H09243,O01116,2023-10-02,8347851,Mortgage,3125769,5222082,6.73,30,A066,83479,417393,264713,Cancelled
8364,H02920,O01813,2023-10-03,23411640,Cash,9452849,13958791,6.65,15,A110,234116,1170582,44564,Cancelled
8365,H03897,O00230,2024-01-03,35415871,Bank Transfer,14125240,21290631,8.32,15,A087,354159,1770794,325332,Cancelled
8366,H08752,O00104,2020-04-25,26921164,Cash,12132861,14788303,7.99,20,A150,269212,1346058,342079,Pending
8367,H00565,O01845,2020-10-06,37769196,UPI,12391937,25377259,10.48,30,A042,377692,1888460,331659,Pending
8368,H01121,O01070,2022-09-08,27736287,Cash,19936453,7799834,11.82,15,A124,277363,1386814,296813,Completed
8369,H04806,O00584,2023-08-05,20036684,Home Loan,8028399,12008285,11.17,30,A056,200367,1001834,483974,Completed
8370,H04423,O01061,2025-03-06,30356415,Home Loan,17051356,13305059,7.45,15,A011,303564,1517821,67545,Pending
8371,H01159,O01484,2023-12-30,45411485,Cash,34922405,10489080,9.98,10,A106,454115,2270574,374382,Completed
8372,H00676,O00720,2020-09-06,23359548,Home Loan,13306779,10052769,11.18,25,A147,233595,1167977,90240,Cancelled
8373,H02375,O00541,2024-06-06,15863091,Home Loan,9309412,6553679,9.96,10,A073,158631,793155,398144,Completed
8374,H05733,O01890,2020-01-27,46984994,Mortgage,19062126,27922868,8.92,30,A177,469850,2349250,52943,Pending
8375,H09587,O01723,2020-02-04,10591912,UPI,7464608,3127304,11.2,30,A170,105919,529596,289868,Completed
8376,H08814,O00612,2021-08-21,46893508,UPI,16840103,30053405,9.68,10,A164,468935,2344675,1809,Completed
8377,H06576,O00089,2022-06-11,3622533,Cash,2323324,1299209,9.46,25,A130,36225,181127,71206,Cancelled
8378,H03459,O01961,2020-02-27,36812081,Bank Transfer,24825199,11986882,6.59,20,A158,368121,1840604,32056,Completed
8379,H02860,O00501,2022-07-19,31305152,Bank Transfer,14135072,17170080,8.92,30,A087,313052,1565258,483554,Pending
8380,H04167,O01216,2025-04-29,29026324,Bank Transfer,12839761,16186563,9.68,20,A034,290263,1451316,137908,Completed
8381,H06050,O00396,2022-04-12,41281007,Bank Transfer,30078165,11202842,10.5,15,A006,412810,2064050,54345,Cancelled
8382,H01667,O01761,2023-06-12,3667484,Mortgage,2733812,933672,6.9,10,A043,36675,183374,372432,Cancelled
8383,H09989,O00289,2022-06-16,7791441,Bank Transfer,5039879,2751562,8.07,30,A029,77914,389572,60645,Completed
8384,H07747,O00720,2025-10-31,7550297,UPI,3027267,4523030,7.44,25,A160,75503,377515,177545,Pending
8385,H08037,O00139,2021-11-16,9355157,Bank Transfer,6068064,3287093,11.98,25,A062,93552,467758,92582,Completed
8386,H03379,O00123,2025-04-26,36856873,Bank Transfer,21230514,15626359,8.87,20,A019,368569,1842844,29028,Pending
8387,H07782,O01820,2021-06-23,19444399,Mortgage,14069280,5375119,7.04,15,A194,194444,972220,58574,Completed
8388,H05139,O01392,2021-11-30,44148459,Bank Transfer,18107416,26041043,10.41,15,A177,441485,2207423,11105,Cancelled
8389,H08054,O01881,2024-05-05,16138852,Bank Transfer,10783042,5355810,6.58,25,A072,161389,806943,55004,Pending
8390,H01183,O01591,2020-02-13,15886284,Bank Transfer,5022965,10863319,8.25,20,A086,158863,794314,235035,Pending
8391,H06567,O01086,2021-11-09,10407425,Cash,4524139,5883286,10.8,20,A016,104074,520371,192027,Pending
8392,H02718,O00461,2022-12-05,15963920,Mortgage,7426649,8537271,6.79,30,A198,159639,798196,179705,Completed
8393,H02180,O00636,2023-03-09,44838996,Mortgage,28668120,16170876,7.6,30,A030,448390,2241950,273230,Completed
8394,H03611,O01823,2024-02-29,24692837,Cash,15969752,8723085,8.85,10,A029,246928,1234642,454636,Cancelled
8395,H06298,O01206,2023-04-10,14825480,Home Loan,5562499,9262981,11.57,15,A096,148255,741274,71276,Completed
8396,H04317,O01193,2022-07-14,14437491,Bank Transfer,11531024,2906467,10.05,10,A078,144375,721875,340750,Pending
8397,H01082,O01705,2021-06-22,14320788,Home Loan,9988306,4332482,9.62,15,A155,143208,716039,47082,Cancelled
8398,H04074,O00374,2024-09-09,29651968,Bank Transfer,10622469,19029499,9.1,15,A006,296520,1482598,404800,Completed
8399,H03055,O01186,2020-05-11,37349327,Home Loan,19389832,17959495,6.9,30,A063,373493,1867466,106469,Pending
8400,H01232,O00985,2024-10-03,40685486,UPI,32326579,8358907,9.56,10,A081,406855,2034274,458426,Completed
8401,H03945,O01154,2022-08-18,25439548,Cash,15503117,9936431,10.98,15,A095,254395,1271977,183683,Cancelled
8402,H07235,O01730,2021-04-10,36207973,UPI,11047821,25160152,6.69,20,A108,362080,1810399,258348,Cancelled
8403,H08703,O00228,2024-07-21,28419515,Mortgage,22548676,5870839,10.81,25,A032,284195,1420976,46491,Cancelled
8404,H08515,O00049,2024-04-29,16886368,UPI,7282154,9604214,9.16,20,A138,168864,844318,25477,Cancelled
8405,H09774,O01917,2022-01-12,26313099,Home Loan,20707432,5605667,10.55,20,A107,263131,1315655,373622,Cancelled
8406,H05450,O01669,2025-09-11,2793874,UPI,1671272,1122602,9.66,10,A051,27939,139694,366735,Cancelled
8407,H01544,O01878,2020-06-08,29402720,UPI,23481897,5920823,11.93,10,A083,294027,1470136,98890,Completed
8408,H08860,O00919,2025-07-03,45567460,UPI,24847568,20719892,8.36,30,A101,455675,2278373,395475,Cancelled
8409,H03232,O01133,2024-07-29,39076804,Mortgage,24550015,14526789,8.14,15,A152,390768,1953840,499627,Pending
8410,H01517,O01497,2020-11-06,24703080,Home Loan,7983440,16719640,7.58,20,A097,247031,1235154,366247,Completed
8411,H03396,O01697,2022-05-27,39133811,UPI,14805243,24328568,9.44,30,A060,391338,1956691,487536,Completed
8412,H06294,O00819,2021-11-14,38999829,Mortgage,19259367,19740462,11.12,20,A108,389998,1949991,306965,Cancelled
8413,H01792,O00803,2021-05-27,36845701,UPI,26335043,10510658,8.74,20,A022,368457,1842285,366218,Cancelled
8414,H06681,O01165,2021-01-13,14717268,Home Loan,10373672,4343596,9.27,25,A044,147173,735863,375556,Completed
8415,H08458,O00131,2024-12-18,10995106,Bank Transfer,4986150,6008956,10.27,30,A188,109951,549755,498555,Pending
8416,H08161,O01309,2022-03-18,40609575,Bank Transfer,23859373,16750202,8.08,10,A174,406096,2030479,344647,Pending
8417,H02052,O00282,2021-12-18,11171073,Bank Transfer,7176945,3994128,6.84,25,A167,111711,558554,29877,Cancelled
8418,H04210,O01467,2020-11-13,4811743,UPI,3173225,1638518,7.26,10,A070,48117,240587,142188,Cancelled
8419,H03018,O00256,2024-09-04,32137697,UPI,16137890,15999807,6.81,30,A146,321377,1606885,456311,Completed
8420,H01575,O00087,2023-01-13,34262490,Mortgage,12533414,21729076,7.49,25,A198,342625,1713124,417237,Cancelled
8421,H08771,O01497,2022-10-26,25595365,Bank Transfer,13093421,12501944,11.7,30,A153,255954,1279768,341247,Cancelled
8422,H04034,O00846,2022-08-05,45685471,Bank Transfer,14178941,31506530,8.98,15,A062,456855,2284274,250221,Cancelled
8423,H05127,O00641,2022-05-30,32004952,Home Loan,14971928,17033024,10.4,15,A069,320050,1600248,368213,Cancelled
8424,H02965,O00547,2022-05-12,23252905,Home Loan,10757150,12495755,8.85,10,A015,232529,1162645,287381,Completed
8425,H07755,O01321,2024-04-01,12273310,Home Loan,9105112,3168198,6.98,25,A070,122733,613666,446006,Pending
8426,H06447,O01279,2025-05-14,18601831,Mortgage,8077492,10524339,7.17,15,A184,186018,930092,206814,Cancelled
8427,H09046,O01636,2025-01-23,37715737,Bank Transfer,21589401,16126336,6.6,10,A171,377157,1885787,211831,Pending
8428,H02719,O00641,2025-07-05,47211616,Home Loan,15666504,31545112,8.83,10,A177,472116,2360581,450857,Pending
8429,H02243,O01856,2024-02-16,5317329,Cash,2281864,3035465,9.21,30,A017,53173,265866,154512,Completed
8430,H06745,O00314,2021-06-28,22702755,Cash,10104154,12598601,11.53,25,A060,227028,1135138,477385,Pending
8431,H09437,O00555,2023-02-05,30816763,Home Loan,11346803,19469960,7.71,25,A057,308168,1540838,477751,Completed
8432,H09201,O01398,2021-01-20,49838701,UPI,22995817,26842884,9.17,15,A040,498387,2491935,350983,Pending
8433,H06422,O01363,2021-03-15,24755808,Mortgage,17975568,6780240,11.17,30,A177,247558,1237790,100498,Cancelled
8434,H02103,O00697,2023-05-25,7626361,Cash,3029957,4596404,9.1,15,A195,76264,381318,99830,Cancelled
8435,H03591,O01621,2023-07-23,30486975,Home Loan,17844098,12642877,6.6,15,A028,304870,1524349,31303,Completed
8436,H06275,O00921,2025-02-08,14468775,Cash,5254179,9214596,9.17,30,A059,144688,723439,45805,Completed
8437,H08424,O01264,2020-09-19,24996113,UPI,9068865,15927248,7.92,20,A050,249961,1249806,222850,Completed
8438,H00729,O00448,2024-07-13,8016708,Home Loan,4890286,3126422,8.66,20,A186,80167,400835,69911,Pending
8439,H01651,O00975,2020-08-26,48178718,Mortgage,34378932,13799786,10.46,15,A190,481787,2408936,310860,Cancelled
8440,H03260,O01163,2024-03-10,49561604,Mortgage,19280441,30281163,9.97,30,A095,495616,2478080,411314,Pending
8441,H08880,O00927,2022-02-02,7424232,Bank Transfer,4578921,2845311,11.74,30,A105,74242,371212,399341,Completed
8442,H01689,O01528,2020-10-31,26647604,Home Loan,10447671,16199933,10.53,20,A064,266476,1332380,153133,Pending
8443,H04242,O01292,2022-08-01,27964368,Bank Transfer,21341160,6623208,10.94,15,A163,279644,1398218,92330,Cancelled
8444,H03604,O00735,2021-09-15,25083911,Mortgage,18687447,6396464,10.93,25,A023,250839,1254196,326958,Pending
8445,H05918,O00490,2023-10-28,21186987,Mortgage,11196478,9990509,6.94,30,A059,211870,1059349,55023,Pending
8446,H09386,O01737,2020-02-04,25026316,Mortgage,17726132,7300184,9.16,20,A146,250263,1251316,102582,Completed
8447,H04394,O00625,2025-09-27,31777279,UPI,13969406,17807873,8.73,25,A111,317773,1588864,376776,Cancelled
8448,H01700,O01117,2024-05-23,13620253,Bank Transfer,9708455,3911798,9.58,25,A153,136203,681013,140464,Completed
8449,H09243,O01580,2021-05-05,29257353,Home Loan,16192547,13064806,10.78,30,A019,292574,1462868,416964,Pending
8450,H06322,O00779,2022-03-16,18365740,UPI,11675993,6689747,9.83,20,A009,183657,918287,85194,Cancelled
8451,H01215,O00952,2025-03-27,24718404,Home Loan,14366502,10351902,7.17,15,A088,247184,1235920,189892,Cancelled
8452,H05197,O00419,2020-05-19,17532519,Home Loan,11734914,5797605,7.3,25,A024,175325,876626,475827,Pending
8453,H03736,O00001,2023-05-11,23883812,Home Loan,7412209,16471603,11.51,30,A163,238838,1194191,319157,Cancelled
8454,H02284,O01140,2023-02-24,7005722,Bank Transfer,3822899,3182823,10.11,20,A106,70057,350286,126254,Completed
8455,H09327,O01912,2024-02-19,36303804,UPI,23320959,12982845,11.66,10,A029,363038,1815190,169267,Cancelled
8456,H04962,O00591,2023-04-29,21413715,Home Loan,9921286,11492429,8.08,30,A055,214137,1070686,130697,Pending
8457,H03465,O01409,2024-11-17,10813605,Mortgage,5146127,5667478,6.97,15,A195,108136,540680,2727,Pending
8458,H05140,O00347,2024-10-31,44480064,UPI,14752513,29727551,10.8,30,A133,444801,2224003,379280,Pending
8459,H08482,O00295,2021-05-13,45217121,Mortgage,24407902,20809219,6.57,20,A080,452171,2260856,313944,Completed
8460,H03268,O01157,2023-03-20,10194373,UPI,8139593,2054780,11.98,15,A189,101944,509719,234268,Completed
8461,H07949,O01328,2025-01-05,16810716,Home Loan,11697873,5112843,9.12,25,A089,168107,840536,210521,Pending
8462,H04301,O01474,2023-12-02,46376606,UPI,20325658,26050948,8.18,25,A143,463766,2318830,145488,Completed
8463,H07625,O01811,2024-08-31,19987848,UPI,15446049,4541799,8.74,15,A083,199878,999392,82525,Cancelled
8464,H04581,O00770,2020-02-22,20108204,Bank Transfer,12775877,7332327,8.43,15,A169,201082,1005410,339125,Cancelled
8465,H07289,O00703,2021-05-06,5390433,Mortgage,2053904,3336529,10.43,30,A190,53904,269522,161760,Completed
8466,H08783,O00085,2021-02-15,42079833,Cash,16057921,26021912,11.5,25,A138,420798,2103992,325803,Completed
8467,H09762,O00721,2023-03-30,43935321,Home Loan,13393447,30541874,8.95,10,A033,439353,2196766,246058,Cancelled
8468,H05235,O00363,2025-11-28,29473711,Cash,14296427,15177284,7.81,10,A090,294737,1473686,20909,Pending
8469,H00495,O00158,2024-09-28,31458883,Mortgage,10534010,20924873,9.24,30,A102,314589,1572944,384043,Completed
8470,H05260,O00698,2024-01-25,18144944,Mortgage,7453268,10691676,9.07,10,A167,181449,907247,124575,Completed
8471,H03296,O01439,2023-09-28,33142326,UPI,11582687,21559639,11.35,25,A124,331423,1657116,393806,Completed
8472,H07742,O01351,2025-03-26,31328381,Cash,16323261,15005120,11.97,25,A023,313284,1566419,256455,Cancelled
8473,H09900,O01414,2025-04-16,29928938,Cash,23509241,6419697,7.15,20,A108,299289,1496447,182702,Completed
8474,H09266,O01088,2024-01-19,31521528,UPI,10654570,20866958,7.34,25,A196,315215,1576076,165952,Pending
8475,H07665,O01464,2024-06-13,15791002,Mortgage,11918962,3872040,11.42,25,A182,157910,789550,237897,Completed
8476,H07242,O01925,2024-01-04,31238416,Home Loan,17098608,14139808,6.51,20,A175,312384,1561921,193262,Pending
8477,H07777,O00569,2024-01-10,4839917,Mortgage,2261262,2578655,11.72,20,A189,48399,241996,448750,Pending
8478,H08755,O01318,2022-03-06,17983928,Bank Transfer,5716311,12267617,7.57,30,A078,179839,899196,407440,Pending
8479,H01764,O00488,2022-07-12,27167836,Cash,10652212,16515624,6.61,20,A060,271678,1358392,31498,Completed
8480,H05405,O01446,2022-09-25,28443765,Home Loan,10437955,18005810,7.59,30,A178,284438,1422188,312566,Cancelled
8481,H01611,O01475,2021-05-23,27427611,Home Loan,13128374,14299237,9.35,25,A077,274276,1371381,336071,Cancelled
8482,H05139,O01869,2025-01-23,39836872,Home Loan,22189678,17647194,7.21,20,A007,398369,1991844,466303,Completed
8483,H03909,O00606,2021-01-10,37048161,Mortgage,21173895,15874266,6.62,20,A031,370482,1852408,188854,Cancelled
8484,H04964,O00416,2025-06-05,40082404,Bank Transfer,22295068,17787336,6.93,15,A019,400824,2004120,252127,Completed
8485,H08491,O00894,2024-04-13,26090062,Home Loan,10198645,15891417,11.48,20,A123,260901,1304503,3795,Cancelled
8486,H00424,O00522,2026-01-01,24080167,Home Loan,16890203,7189964,10.15,20,A010,240802,1204008,53759,Pending
8487,H04122,O00917,2023-12-14,15740497,Mortgage,5001318,10739179,9.18,20,A034,157405,787025,442870,Pending
8488,H05671,O01017,2021-06-17,12545194,Home Loan,9790376,2754818,11,10,A184,125452,627260,112046,Completed
8489,H08671,O00676,2021-11-21,11287625,Mortgage,4900130,6387495,10.61,20,A187,112876,564381,54096,Cancelled
8490,H01827,O00487,2020-05-14,24739833,Mortgage,16059305,8680528,8.71,25,A029,247398,1236992,335809,Cancelled
8491,H01150,O01795,2020-07-15,12952583,Mortgage,7410195,5542388,7.29,25,A115,129526,647629,34163,Completed
8492,H04245,O00283,2020-02-27,41195894,UPI,28016837,13179057,10.75,30,A068,411959,2059795,261689,Completed
8493,H02014,O00903,2024-09-29,2639528,Cash,1731481,908047,8.66,30,A038,26395,131976,85496,Pending
8494,H01365,O01155,2022-08-09,24446297,Bank Transfer,10445460,14000837,8.08,15,A047,244463,1222315,332850,Completed
8495,H01846,O00886,2022-05-12,32317132,Mortgage,21699885,10617247,7.53,20,A049,323171,1615857,18778,Cancelled
8496,H09917,O01160,2020-10-27,46262039,Bank Transfer,20251845,26010194,10.33,15,A107,462620,2313102,50778,Pending
8497,H04323,O00356,2021-08-24,4552820,Cash,2647698,1905122,10.29,10,A185,45528,227641,176172,Completed
8498,H08841,O00937,2022-03-04,19978602,Bank Transfer,15905406,4073196,8.65,15,A175,199786,998930,259091,Pending
