house_id,location_id,builder_id,property_type_id,listing_date,area_sqft,bedrooms,bathrooms,balcony_count,parking_spaces,floor_number,total_floors,furnishing_status,property_age,facing_direction,price,sale_status
5234,L081,B031,PT006,1/18/2024,2590,4,3,3,0,33,26,Furnished,2,North-West,31876004,Sold
5235,L085,B038,PT002,10/23/2025,1963,3,4,3,4,12,4,Unfurnished,11,North-West,24481464,Sold
5236,L016,B026,PT008,4/11/2024,3022,5,4,1,3,11,20,Furnished,5,North-East,33978986,Sold
5237,L040,B027,PT006,2/18/2025,922,1,2,3,0,2,25,Furnished,3,North-East,10285607,Available
5238,L087,B046,PT007,6/4/2024,657,1,1,3,3,28,26,Unfurnished,10,South-West,9570993,Reserved
5239,L083,B002,PT003,1/20/2025,1813,3,2,4,1,15,22,Semi-Furnished,19,South-East,20389858,Available
5240,L094,B011,PT006,7/30/2025,4412,6,5,3,2,13,36,Semi-Furnished,8,South-West,68555347,Reserved
5241,L039,B006,PT008,5/26/2025,3912,6,5,3,2,14,27,Unfurnished,1,North-West,28347572,Reserved
5242,L089,B042,PT007,6/19/2025,2604,4,4,3,4,15,27,Furnished,20,West,30722035,Sold
5243,L081,B027,PT006,6/21/2025,3531,5,4,2,3,23,36,Unfurnished,5,North-West,28726528,Sold
5244,L010,B008,PT009,10/14/2025,3417,5,5,4,4,29,6,Semi-Furnished,19,South-West,52873940,Reserved
5245,L034,B042,PT009,2/7/2025,3900,6,5,1,1,25,33,Unfurnished,12,East,57985198,Reserved
5246,L016,B045,PT008,9/3/2025,1924,3,4,2,1,27,38,Semi-Furnished,3,North,10868971,Sold
5247,L072,B022,PT001,7/11/2025,3284,5,4,1,1,13,10,Semi-Furnished,10,South,32621957,Available
5248,L070,B009,PT004,9/28/2024,4941,6,5,4,1,15,15,Furnished,14,South,41899599,Sold
5249,L053,B023,PT007,4/12/2025,2717,4,4,4,0,4,19,Semi-Furnished,19,South,27750125,Available
5250,L090,B017,PT007,12/28/2024,4278,6,5,1,0,2,1,Unfurnished,18,North-East,37499045,Reserved
5251,L080,B047,PT008,3/24/2025,2252,3,4,2,1,32,15,Unfurnished,9,South-West,18940720,Sold
5252,L022,B024,PT004,5/11/2025,3661,6,5,3,1,4,35,Semi-Furnished,6,South-East,54123306,Reserved
5253,L070,B049,PT007,6/30/2024,4302,6,5,3,3,6,17,Furnished,18,South-West,46126176,Sold
5254,L080,B047,PT002,4/2/2025,4328,6,5,4,2,1,7,Unfurnished,8,South-East,61373997,Available
5255,L021,B018,PT007,9/15/2025,2337,3,2,4,0,5,26,Semi-Furnished,19,West,24575953,Sold
5256,L008,B047,PT003,5/12/2024,3043,5,5,1,1,25,25,Semi-Furnished,2,West,34075205,Reserved
5257,L075,B026,PT007,3/20/2024,893,1,2,3,0,4,9,Semi-Furnished,2,South-East,6781060,Available
5258,L073,B042,PT008,11/1/2024,4405,6,5,1,2,34,3,Furnished,0,East,50272180,Reserved
5259,L040,B033,PT008,3/24/2024,4114,6,5,4,4,4,31,Furnished,8,North,21771585,Sold
5260,L008,B005,PT001,10/22/2024,2738,4,3,4,3,13,33,Furnished,1,West,19925026,Sold
5261,L050,B015,PT009,7/23/2025,3750,6,5,1,2,1,10,Furnished,15,West,25674418,Reserved
5262,L044,B041,PT003,2/8/2024,3288,5,4,3,0,20,17,Unfurnished,20,North-West,43089668,Sold
5263,L026,B009,PT006,1/17/2024,3628,6,5,1,4,35,18,Unfurnished,2,South,23091162,Reserved
5264,L090,B041,PT006,1/29/2025,3036,5,5,3,0,15,37,Furnished,4,North,24482598,Reserved
5265,L006,B046,PT001,3/28/2024,2401,4,3,4,4,32,34,Furnished,6,West,19041930,Available
5266,L078,B039,PT008,2/21/2025,2325,3,3,1,0,35,4,Unfurnished,10,West,33995837,Available
5267,L030,B027,PT003,4/27/2024,3070,5,5,4,3,12,5,Furnished,3,West,21032741,Reserved
5268,L011,B030,PT001,2/12/2025,1903,3,4,4,3,28,7,Semi-Furnished,10,South-East,19190756,Reserved
5269,L068,B040,PT005,2/5/2024,3115,5,5,4,0,31,18,Furnished,6,East,42929720,Available
5270,L031,B026,PT006,3/31/2024,3280,5,5,3,2,34,31,Unfurnished,15,North-East,22417555,Sold
5271,L038,B002,PT004,9/27/2025,3598,5,5,2,3,18,24,Furnished,19,North,52576520,Reserved
5272,L044,B042,PT008,1/22/2024,1473,2,3,1,3,23,24,Unfurnished,12,South,17767827,Available
5273,L053,B001,PT010,7/18/2025,3354,5,5,4,1,7,1,Furnished,10,North,19808186,Sold
5274,L055,B008,PT006,9/17/2024,2105,3,4,4,4,10,18,Semi-Furnished,16,East,19274776,Available
5275,L071,B003,PT004,5/25/2024,1173,1,1,1,1,3,4,Unfurnished,2,North,6059339,Available
5276,L012,B011,PT007,9/1/2024,1796,2,3,2,4,30,5,Unfurnished,10,South-East,21176551,Sold
5277,L018,B032,PT010,4/9/2024,1921,3,3,4,4,14,10,Furnished,9,East,18633305,Reserved
5278,L071,B043,PT005,10/10/2025,2623,4,4,4,1,25,36,Unfurnished,15,North-East,18554127,Sold
5279,L031,B033,PT010,2/20/2025,3796,6,5,2,3,33,16,Semi-Furnished,13,North-West,41611172,Sold
5280,L059,B050,PT002,7/14/2024,2757,4,5,3,2,2,25,Unfurnished,10,North-East,23719926,Available
5281,L028,B011,PT006,8/6/2025,1438,2,3,4,3,25,29,Unfurnished,15,East,10688791,Reserved
5282,L031,B018,PT003,6/16/2025,4915,6,5,4,3,15,34,Unfurnished,4,East,54135013,Available
5283,L028,B021,PT010,12/19/2025,4119,6,5,4,3,28,18,Unfurnished,17,South-West,33367818,Reserved
5284,L051,B023,PT005,10/31/2024,2905,4,3,2,4,11,32,Furnished,16,North-West,27302139,Reserved
5285,L007,B010,PT010,12/16/2024,1765,2,2,2,3,13,22,Semi-Furnished,19,North,12442010,Available
5286,L087,B025,PT004,8/14/2025,1624,2,2,4,4,22,31,Unfurnished,17,South-West,9715223,Sold
5287,L044,B035,PT001,6/6/2024,1467,2,1,1,2,34,17,Semi-Furnished,4,South,22238257,Available
5288,L009,B046,PT008,1/4/2024,4736,6,5,1,1,7,8,Unfurnished,12,West,59433679,Available
5289,L091,B020,PT005,11/15/2024,3182,5,5,3,0,32,19,Furnished,4,West,28697636,Sold
5290,L080,B041,PT003,1/11/2024,2568,4,3,3,3,3,13,Furnished,14,North-East,19392993,Sold
5291,L020,B009,PT009,3/6/2025,1070,1,1,2,2,32,28,Furnished,15,South-East,5455396,Sold
5292,L071,B047,PT005,3/8/2025,3154,5,5,4,1,22,35,Unfurnished,11,South,24374301,Sold
5293,L046,B046,PT009,3/9/2025,885,1,2,4,1,26,6,Unfurnished,15,West,13802731,Sold
5294,L015,B033,PT009,1/16/2024,2419,4,3,4,3,13,15,Semi-Furnished,10,North,14640500,Available
5295,L093,B045,PT004,1/23/2024,2478,4,3,4,2,26,35,Semi-Furnished,15,South,14425181,Sold
5296,L070,B013,PT004,3/4/2024,3821,6,5,2,1,5,25,Semi-Furnished,17,South,20359156,Sold
5297,L005,B047,PT003,8/31/2025,2092,3,2,4,1,5,24,Semi-Furnished,16,South-West,10754422,Sold
5298,L087,B029,PT006,10/9/2025,2241,3,2,2,2,15,17,Semi-Furnished,3,South-West,21070474,Available
5299,L066,B025,PT001,10/12/2024,1687,2,3,4,1,18,35,Unfurnished,10,North,12541743,Sold
5300,L031,B047,PT008,4/18/2024,1210,2,1,1,4,26,19,Furnished,11,West,7543890,Reserved
5301,L031,B026,PT004,12/31/2024,1114,1,1,2,2,2,38,Unfurnished,20,North,7737152,Sold
5302,L052,B034,PT008,3/10/2025,3461,5,5,2,2,30,37,Furnished,8,North-East,23445642,Sold
5303,L090,B018,PT002,5/5/2024,2723,4,3,1,4,33,15,Furnished,9,South-East,33002478,Sold
5304,L048,B032,PT010,8/7/2024,4382,6,5,1,2,15,19,Semi-Furnished,17,North-West,48842008,Available
5305,L072,B001,PT002,5/19/2024,4514,6,5,2,1,20,25,Unfurnished,8,South,46820434,Sold
5306,L010,B005,PT007,7/2/2024,3385,5,4,2,3,1,14,Unfurnished,8,South-East,28083189,Sold
5307,L013,B001,PT003,5/24/2025,1032,1,2,4,3,6,39,Furnished,11,West,7045562,Sold
5308,L093,B010,PT008,8/15/2024,808,1,1,1,2,31,16,Unfurnished,10,North-East,11986293,Reserved
5309,L040,B010,PT003,12/8/2025,770,1,2,3,0,32,29,Furnished,12,North-East,8113454,Sold
5310,L038,B048,PT008,4/10/2025,1277,2,2,2,4,10,31,Unfurnished,4,North,13964056,Sold
5311,L029,B014,PT004,12/6/2025,4808,6,5,4,0,8,5,Unfurnished,3,North-East,34605267,Reserved
5312,L041,B012,PT007,1/18/2024,1955,3,4,1,2,12,32,Furnished,13,South-West,19686134,Reserved
5313,L040,B012,PT001,6/6/2024,3974,6,5,1,2,10,25,Semi-Furnished,5,South,35653848,Reserved
5314,L064,B035,PT006,6/1/2024,2440,4,3,3,1,27,14,Unfurnished,11,East,31968182,Reserved
5315,L100,B005,PT006,8/18/2024,2322,3,2,2,3,6,33,Furnished,11,South,31667794,Sold
5316,L012,B033,PT010,4/24/2024,3604,6,5,2,3,6,25,Semi-Furnished,10,West,33890969,Available
5317,L009,B007,PT004,12/6/2025,3649,6,5,4,3,0,11,Unfurnished,15,South,32018301,Available
5318,L043,B036,PT005,10/17/2024,2860,4,4,4,3,18,28,Semi-Furnished,16,East,38475759,Available
5319,L048,B002,PT002,11/20/2024,3913,6,5,3,2,19,7,Furnished,5,North,56951829,Available
5320,L029,B014,PT006,3/5/2024,3728,6,5,1,4,31,16,Furnished,13,North-West,32122952,Sold
5321,L013,B021,PT007,2/21/2025,3387,5,5,4,4,12,20,Semi-Furnished,7,North-West,30481330,Available
5322,L071,B009,PT007,12/14/2025,4065,6,5,1,4,0,37,Furnished,2,South-West,32654626,Sold
5323,L085,B031,PT001,5/3/2024,1971,3,2,4,3,5,35,Unfurnished,4,North-East,30521548,Sold
5324,L088,B021,PT008,6/10/2024,2244,3,3,3,0,0,28,Unfurnished,8,North-East,11787661,Sold
5325,L093,B006,PT003,9/13/2025,930,1,2,3,4,6,5,Semi-Furnished,13,South,12470699,Sold
5326,L053,B012,PT008,8/15/2025,2019,3,2,1,1,25,31,Furnished,20,North-East,20120854,Available
5327,L067,B036,PT003,7/5/2024,2015,3,3,4,1,0,20,Furnished,14,North-West,27844827,Sold
5328,L079,B006,PT003,7/3/2025,1476,2,1,3,2,30,12,Semi-Furnished,14,East,14870043,Reserved
5329,L028,B047,PT002,5/21/2024,4087,6,5,3,4,3,32,Furnished,14,South-West,56183540,Sold
5330,L010,B029,PT005,10/31/2025,985,1,2,2,3,16,7,Unfurnished,9,South,12061573,Reserved
5331,L086,B030,PT005,4/16/2024,4724,6,5,3,3,30,13,Semi-Furnished,2,West,44601554,Available
5332,L040,B021,PT002,8/31/2025,2578,4,5,2,2,20,33,Semi-Furnished,19,North-West,21105257,Reserved
5333,L005,B049,PT005,12/19/2025,871,1,2,3,2,34,16,Furnished,13,North,5327907,Available
5334,L024,B036,PT010,1/25/2024,3613,6,5,2,0,14,34,Unfurnished,8,South-East,30154602,Sold
5335,L012,B018,PT006,1/1/2025,3943,6,5,3,4,26,40,Unfurnished,19,South,39932205,Reserved
5336,L004,B033,PT005,8/3/2024,651,1,2,3,0,11,10,Unfurnished,1,East,8205269,Sold
5337,L092,B026,PT010,12/23/2024,1898,3,2,2,1,9,37,Semi-Furnished,14,South-East,26824005,Reserved
5338,L032,B033,PT002,12/9/2025,2707,4,3,1,3,1,8,Semi-Furnished,5,North-West,30292150,Sold
5339,L022,B040,PT007,12/2/2024,4215,6,5,2,0,18,16,Unfurnished,17,South,32626814,Sold
5340,L024,B002,PT002,7/23/2025,4091,6,5,1,4,8,15,Furnished,15,South-East,25074044,Reserved
5341,L045,B003,PT005,1/6/2024,1120,1,2,2,3,8,24,Furnished,12,North-West,7037453,Available
5342,L073,B016,PT004,1/27/2025,1067,1,2,1,0,25,16,Furnished,5,North-East,8306016,Available
5343,L010,B044,PT005,1/22/2025,4426,6,5,2,2,0,9,Unfurnished,13,North,29687743,Reserved
5344,L078,B006,PT001,10/14/2025,1379,2,1,1,4,10,20,Furnished,9,West,8742831,Sold
5345,L050,B028,PT006,6/17/2024,4433,6,5,2,4,26,14,Furnished,7,North-East,68464015,Sold
5346,L096,B012,PT009,6/2/2024,1387,2,2,1,2,11,15,Unfurnished,20,South-East,20098656,Reserved
5347,L066,B006,PT010,9/15/2025,2353,3,2,1,2,34,13,Semi-Furnished,5,South-East,29290378,Sold
5348,L088,B018,PT010,9/6/2024,2115,3,4,2,1,4,2,Semi-Furnished,3,North,13264044,Reserved
5349,L078,B013,PT004,12/20/2024,1475,2,2,3,1,0,22,Unfurnished,9,East,22217186,Sold
5350,L017,B041,PT002,2/8/2024,3586,5,5,2,1,34,25,Furnished,1,North-West,22587305,Reserved
5351,L096,B022,PT008,6/3/2025,1905,3,4,3,2,14,9,Furnished,8,West,17395410,Available
5352,L043,B004,PT004,2/8/2025,2012,3,3,4,4,30,37,Furnished,13,West,23513112,Available
5353,L005,B046,PT006,11/27/2024,1425,2,2,4,4,2,13,Semi-Furnished,12,South-East,21135143,Reserved
5354,L046,B019,PT004,11/4/2024,4160,6,5,2,0,11,32,Furnished,3,East,39139750,Sold
5355,L040,B011,PT001,5/11/2025,2337,3,4,4,0,15,23,Semi-Furnished,6,North-East,22411772,Sold
5356,L007,B037,PT002,5/19/2024,4820,6,5,2,4,7,16,Semi-Furnished,4,South-West,46390143,Available
5357,L047,B042,PT006,6/13/2025,3049,5,5,2,0,5,34,Furnished,9,North,16962944,Available
5358,L004,B016,PT006,7/5/2024,4132,6,5,4,3,2,13,Unfurnished,0,West,34795522,Sold
5359,L050,B039,PT009,4/28/2025,1645,2,3,1,4,34,32,Furnished,20,South-West,9493769,Sold
5360,L031,B002,PT006,3/23/2025,3156,5,4,3,1,24,12,Semi-Furnished,7,South,39730172,Available
5361,L038,B029,PT006,11/9/2024,1201,2,1,4,4,33,21,Semi-Furnished,7,West,15566561,Reserved
5362,L075,B019,PT006,4/7/2025,1700,2,2,4,3,0,2,Furnished,13,West,12677813,Reserved
5363,L056,B023,PT007,6/16/2024,4426,6,5,3,0,10,32,Furnished,4,North-West,23433103,Available
5364,L021,B049,PT006,5/3/2024,2149,3,4,1,0,14,4,Unfurnished,13,North,29951661,Available
5365,L097,B012,PT006,11/1/2024,4616,6,5,3,1,21,34,Semi-Furnished,20,North-East,31535972,Available
5366,L076,B035,PT002,3/2/2024,3427,5,4,3,1,25,22,Unfurnished,3,North-West,31776460,Sold
5367,L013,B002,PT007,6/9/2024,1375,2,3,4,1,34,9,Unfurnished,20,North-West,18276579,Reserved
5368,L023,B048,PT006,12/26/2025,1124,1,2,3,2,9,17,Furnished,2,East,7175246,Available
5369,L015,B007,PT007,2/21/2024,960,1,2,2,1,28,3,Unfurnished,16,South-West,6921879,Available
5370,L026,B005,PT003,7/28/2025,3862,6,5,1,2,10,30,Furnished,11,South,55045544,Sold
5371,L054,B025,PT004,6/15/2025,4891,6,5,1,2,10,40,Semi-Furnished,16,North-East,34685952,Reserved
5372,L034,B027,PT008,9/19/2025,3665,6,5,2,3,9,33,Unfurnished,13,South-East,46465491,Reserved
5373,L064,B037,PT001,3/31/2024,2594,4,4,4,2,34,27,Unfurnished,1,North-East,22232632,Sold
5374,L061,B033,PT001,3/16/2025,1496,2,3,1,1,33,4,Furnished,10,West,10071666,Sold
5375,L017,B005,PT007,11/19/2025,3122,5,4,3,1,26,26,Furnished,10,North,19468026,Available
5376,L088,B003,PT006,9/8/2025,3177,5,5,4,0,19,36,Semi-Furnished,9,North,24926097,Reserved
5377,L019,B023,PT009,1/19/2024,2474,4,3,3,0,30,11,Unfurnished,2,East,19409752,Reserved
5378,L014,B032,PT003,6/13/2024,2719,4,4,2,3,20,12,Furnished,1,North-West,33173258,Available
5379,L096,B043,PT004,1/11/2024,2093,3,4,3,1,11,4,Furnished,5,North-West,22790053,Reserved
5380,L088,B007,PT010,7/31/2024,3481,5,4,3,4,17,8,Semi-Furnished,3,South,43610811,Reserved
5381,L056,B043,PT007,9/12/2024,1991,3,3,2,2,12,24,Furnished,14,South-West,28085945,Sold
5382,L056,B038,PT005,5/1/2025,2690,4,5,1,0,33,16,Semi-Furnished,19,North-West,22510984,Sold
5383,L055,B024,PT009,5/24/2025,4327,6,5,4,1,32,2,Unfurnished,5,South-West,44996092,Reserved
5384,L006,B036,PT010,8/8/2024,4762,6,5,1,0,20,26,Unfurnished,13,North-East,51815538,Reserved
5385,L032,B048,PT010,11/9/2024,4828,6,5,2,2,8,16,Unfurnished,5,East,67835996,Available
5386,L078,B045,PT005,5/2/2024,813,1,2,3,3,18,30,Unfurnished,17,West,11774390,Sold
5387,L038,B028,PT008,8/8/2024,638,1,1,3,2,5,27,Unfurnished,11,North,9765966,Sold
5388,L008,B045,PT009,8/18/2024,2942,4,4,2,3,19,7,Furnished,14,South-East,44954770,Sold
5389,L059,B025,PT009,8/19/2024,1496,2,1,4,3,31,38,Unfurnished,1,South-West,18958550,Reserved
5390,L004,B040,PT007,11/17/2025,954,1,2,4,0,33,14,Unfurnished,3,South,5943228,Reserved
5391,L079,B005,PT005,8/26/2025,2076,3,4,4,4,34,39,Furnished,5,South-West,11936710,Reserved
5392,L040,B006,PT003,7/18/2024,3714,6,5,1,3,25,33,Semi-Furnished,6,South-West,30441975,Sold
5393,L020,B006,PT004,7/3/2025,4582,6,5,1,3,22,29,Unfurnished,17,West,62540526,Sold
5394,L011,B030,PT009,8/25/2024,4049,6,5,3,2,20,10,Furnished,11,South-West,45215504,Available
5395,L036,B035,PT008,6/1/2025,3688,6,5,1,2,11,36,Semi-Furnished,15,North-East,28846011,Available
5396,L038,B011,PT010,8/8/2025,1703,2,3,2,1,8,31,Unfurnished,0,West,14517586,Reserved
5397,L052,B049,PT008,2/27/2024,1274,2,2,3,4,19,18,Unfurnished,1,West,17301495,Sold
5398,L027,B042,PT006,12/30/2024,4081,6,5,4,1,28,19,Furnished,0,East,29729983,Sold
5399,L030,B047,PT006,6/14/2025,972,1,1,2,1,24,8,Semi-Furnished,6,South-West,13629826,Reserved
5400,L049,B017,PT005,11/7/2024,710,1,1,4,2,34,7,Semi-Furnished,12,North,4568586,Available
5401,L049,B041,PT009,8/12/2025,3297,5,5,2,4,7,8,Semi-Furnished,9,North-West,29505605,Reserved
5402,L089,B012,PT008,5/29/2025,4685,6,5,4,1,23,5,Semi-Furnished,15,North,62346287,Sold
5403,L038,B035,PT010,3/30/2024,3293,5,5,2,4,29,40,Semi-Furnished,4,North-West,29912697,Available
5404,L071,B049,PT009,2/12/2024,2956,4,4,4,1,25,8,Semi-Furnished,0,East,41597622,Sold
5405,L050,B050,PT009,12/31/2025,3310,5,5,3,2,26,39,Furnished,2,West,31296202,Available
5406,L083,B050,PT007,6/29/2024,664,1,2,4,3,27,32,Semi-Furnished,1,South-East,3843720,Reserved
5407,L048,B026,PT005,11/15/2024,1594,2,2,2,0,19,24,Semi-Furnished,9,West,10489199,Sold
5408,L053,B031,PT007,10/15/2025,4612,6,5,1,4,10,26,Unfurnished,3,North-West,39011759,Reserved
5409,L045,B018,PT007,4/4/2025,1984,3,4,2,3,10,35,Semi-Furnished,1,South,14803389,Reserved
5410,L023,B035,PT001,3/31/2024,1747,2,1,3,1,7,18,Semi-Furnished,3,South-East,15039503,Available
5411,L096,B024,PT002,10/30/2024,4925,6,5,2,2,13,37,Semi-Furnished,16,North-West,52974772,Sold
5412,L041,B034,PT010,2/26/2024,4743,6,5,2,3,12,38,Furnished,8,South-West,67681627,Reserved
5413,L031,B010,PT009,2/1/2025,2027,3,4,4,4,32,15,Furnished,13,West,29624345,Sold
5414,L078,B003,PT002,1/18/2025,2649,4,3,2,0,27,9,Furnished,2,East,17361711,Reserved
5415,L022,B021,PT001,5/27/2024,1719,2,2,3,0,12,6,Furnished,4,South-East,22688762,Sold
5416,L044,B048,PT010,11/5/2025,4134,6,5,4,0,2,5,Unfurnished,14,North-East,49036879,Sold
5417,L001,B026,PT008,12/19/2025,3450,5,5,1,3,20,15,Unfurnished,9,North-West,28767150,Reserved
5418,L079,B037,PT002,9/18/2025,4067,6,5,3,4,24,35,Furnished,9,North-East,62956713,Available
5419,L004,B024,PT010,1/4/2024,2258,3,4,3,3,10,31,Furnished,5,South-West,22955830,Reserved
5420,L030,B034,PT002,4/21/2024,2505,4,3,3,4,3,35,Furnished,6,North,26937794,Available
5421,L053,B020,PT006,10/14/2025,2129,3,4,4,1,23,27,Furnished,15,South-West,23694642,Reserved
5422,L094,B011,PT006,5/26/2024,4665,6,5,4,1,34,40,Semi-Furnished,9,East,24544124,Sold
5423,L044,B025,PT006,11/23/2024,2698,4,5,1,1,34,28,Unfurnished,14,West,30744175,Available
5424,L084,B026,PT004,11/20/2025,3553,5,4,2,3,25,21,Semi-Furnished,8,North,39493985,Reserved
5425,L052,B018,PT001,1/3/2024,3339,5,4,2,4,30,1,Unfurnished,12,North-East,22991148,Available
5426,L044,B007,PT005,4/9/2024,1184,1,1,3,1,0,28,Semi-Furnished,8,South-East,10391314,Sold
5427,L018,B019,PT008,8/29/2024,3371,5,4,4,3,5,37,Furnished,6,North-West,17190423,Available
5428,L057,B039,PT007,10/30/2024,3501,5,5,3,0,33,20,Unfurnished,7,East,23139699,Available
5429,L092,B048,PT005,7/29/2024,1234,2,3,2,4,4,36,Semi-Furnished,15,North,12768369,Available
5430,L064,B008,PT003,3/13/2025,1231,2,2,4,2,13,17,Unfurnished,18,West,19399929,Sold
5431,L044,B003,PT010,12/14/2025,3346,5,5,1,1,23,31,Furnished,13,West,49426651,Sold
5432,L068,B033,PT008,7/26/2025,3424,5,5,3,1,20,20,Furnished,6,North-East,51758932,Reserved
5433,L087,B019,PT004,4/12/2025,1143,1,1,3,2,1,16,Furnished,2,South,9544942,Reserved
5434,L087,B049,PT009,11/30/2025,4461,6,5,1,3,25,39,Furnished,13,South-East,30925301,Reserved
5435,L040,B028,PT009,4/4/2025,3434,5,4,4,3,32,24,Furnished,20,West,21059148,Available
5436,L026,B013,PT004,3/17/2024,4362,6,5,3,2,7,37,Unfurnished,6,West,51775877,Available
5437,L061,B019,PT004,2/1/2025,3176,5,4,2,1,23,16,Furnished,9,North-West,32007562,Available
5438,L076,B023,PT001,5/10/2025,1101,1,1,2,2,23,24,Semi-Furnished,3,East,9405462,Available
5439,L059,B038,PT005,1/18/2024,2537,4,3,3,4,34,32,Furnished,3,South,28558184,Sold
5440,L024,B015,PT002,8/19/2025,4272,6,5,3,1,2,1,Unfurnished,6,South,27335674,Sold
5441,L045,B048,PT004,5/22/2025,2293,3,2,4,0,31,5,Unfurnished,3,North,25693185,Sold
5442,L045,B008,PT005,7/11/2025,2998,4,3,2,0,34,1,Unfurnished,19,South-East,42175041,Sold
5443,L041,B009,PT004,2/25/2025,1144,1,1,2,2,27,5,Unfurnished,9,North,14255004,Reserved
5444,L055,B015,PT007,7/17/2024,3209,5,5,2,0,29,10,Unfurnished,4,North,22708641,Reserved
5445,L059,B037,PT005,8/8/2024,4797,6,5,2,3,30,13,Furnished,17,South,25953834,Reserved
5446,L038,B005,PT008,2/26/2024,4911,6,5,3,1,23,12,Unfurnished,17,West,35542674,Available
5447,L055,B017,PT006,3/19/2024,1974,3,4,2,2,15,4,Unfurnished,8,North,26310602,Sold
5448,L014,B032,PT007,12/9/2024,3193,5,4,3,2,6,2,Furnished,4,South,35952118,Available
5449,L094,B044,PT005,1/8/2024,4326,6,5,1,4,1,29,Furnished,18,South,36798473,Sold
5450,L084,B033,PT005,11/10/2025,4751,6,5,2,4,14,7,Unfurnished,10,South,32867922,Sold
5451,L053,B008,PT003,10/6/2024,1452,2,2,2,2,6,13,Furnished,17,East,12857254,Sold
5452,L063,B041,PT008,2/16/2024,2003,3,2,3,2,28,17,Furnished,11,South-West,12035445,Reserved
5453,L018,B050,PT001,5/12/2024,2385,3,3,4,4,30,12,Unfurnished,12,North,31122498,Sold
5454,L084,B003,PT006,2/9/2024,3548,5,4,3,0,20,40,Furnished,0,East,51688318,Reserved
5455,L100,B029,PT004,4/12/2024,3288,5,4,1,2,3,30,Furnished,8,North-East,39205152,Sold
5456,L058,B029,PT002,12/20/2024,2385,3,4,4,4,27,9,Unfurnished,14,West,23703813,Sold
5457,L040,B011,PT005,5/12/2025,2760,4,4,2,2,28,8,Furnished,1,East,16735317,Reserved
5458,L090,B037,PT010,2/12/2024,1613,2,1,3,3,20,3,Furnished,16,North,24783968,Reserved
5459,L079,B018,PT007,1/20/2025,2875,4,5,2,4,15,23,Unfurnished,8,North-West,38397087,Reserved
5460,L036,B012,PT001,4/20/2024,2051,3,2,1,0,34,8,Unfurnished,15,South-East,23126805,Available
5461,L045,B009,PT003,7/13/2024,1163,1,1,4,4,6,26,Semi-Furnished,9,West,14139383,Sold
5462,L022,B019,PT008,12/29/2024,1736,2,2,4,2,15,12,Semi-Furnished,7,South-East,26014803,Reserved
5463,L036,B033,PT005,6/3/2025,2595,4,5,2,4,3,19,Furnished,13,South-West,21571081,Sold
5464,L010,B026,PT003,8/22/2025,1579,2,1,3,3,16,31,Semi-Furnished,18,South-East,20516084,Reserved
5465,L090,B006,PT007,11/29/2025,2906,4,5,4,3,12,3,Furnished,6,North-East,38584390,Reserved
5466,L043,B030,PT003,11/13/2024,871,1,1,4,1,6,21,Furnished,17,North,10683016,Reserved
5467,L035,B030,PT007,10/7/2025,3358,5,5,4,3,5,5,Unfurnished,15,North-West,43768925,Available
5468,L017,B017,PT009,9/12/2025,3895,6,5,3,2,21,17,Furnished,4,West,20966378,Sold
5469,L001,B026,PT010,5/14/2024,1458,2,2,2,4,33,4,Unfurnished,2,North-East,13619848,Sold
5470,L080,B016,PT007,3/17/2024,4503,6,5,4,4,34,33,Semi-Furnished,2,South,37973193,Reserved
5471,L089,B010,PT007,12/15/2024,4358,6,5,2,4,20,39,Furnished,18,South,29576031,Sold
5472,L091,B024,PT006,11/18/2025,1432,2,2,2,4,35,11,Unfurnished,0,East,14719928,Available
5473,L042,B015,PT010,10/24/2025,3989,6,5,4,2,34,40,Semi-Furnished,6,North,40781282,Reserved
5474,L016,B049,PT002,2/9/2024,3144,5,4,4,4,5,15,Furnished,0,North,36168880,Reserved
5475,L066,B002,PT001,10/25/2025,1066,1,2,1,3,0,36,Furnished,9,East,13118943,Reserved
5476,L047,B016,PT008,12/17/2025,2098,3,2,4,1,34,17,Furnished,3,South,31423988,Reserved
5477,L066,B007,PT008,11/24/2024,3660,6,5,1,1,0,33,Unfurnished,1,South,30735290,Available
5478,L040,B016,PT005,6/9/2025,1333,2,3,4,4,35,18,Semi-Furnished,12,South,19655825,Available
5479,L067,B014,PT007,4/1/2024,2837,4,5,3,0,27,36,Semi-Furnished,10,North-East,39397062,Available
5480,L052,B024,PT003,2/26/2025,1757,2,2,1,3,23,38,Furnished,3,North,9845020,Sold
5481,L053,B031,PT008,7/16/2024,3114,5,4,1,2,7,25,Unfurnished,10,South-West,17156773,Available
5482,L089,B020,PT006,8/17/2025,2699,4,4,3,3,6,27,Semi-Furnished,0,North-West,14042375,Sold
5483,L099,B041,PT001,11/30/2024,1959,3,4,1,1,7,36,Semi-Furnished,17,South-West,25025287,Sold
5484,L064,B027,PT008,8/31/2025,2305,3,4,4,1,3,25,Furnished,13,South-West,23912197,Reserved
5485,L094,B043,PT010,4/17/2025,4725,6,5,3,4,17,14,Furnished,11,North,63078081,Sold
5486,L044,B028,PT002,10/9/2025,1524,2,3,3,4,24,27,Semi-Furnished,7,South,19525923,Reserved
5487,L073,B003,PT003,1/21/2025,4715,6,5,1,4,25,36,Unfurnished,8,South,53786041,Available
